"generator","source_type","grade","layout_mode","transformer_count","transformers"
"lojong","lojong","B","columns",4,"ChromaticAberrationTransformer(angle=77.80,edge_fade=1,shift=14.60) | ColormapTransformer(map=pink) | FisheyeTransformer(shape=oval,strength=0.35,zoom=1.15) | HalftoneTransformer(size=2)"
"lojong","lojong","B","tile",3,"ColormapTransformer(map=hot) | FisheyeTransformer(shape=circle,strength=0.39,zoom=1.00) | FractalWarpTransformer(iter=1,scale=0.05)"
"lojong","lojong","B","hero",3,"ColormapTransformer(map=rainbow) | DataMoshTransformer(intensity=0.01) | RadialWarpTransformer(radius=0.25,strength=105.43144887989726,129.80410208526496,style=pull,push)"
"lojong","lojong","B","tile",2,"ColormapTransformer(map=spring) | GlitchWarpTransformer(intensity=0.01)"
"lojong","lojong","B","scatter",3,"FisheyeTransformer(shape=circle,strength=0.67,zoom=1.09) | PosterizationTransformer(levels=4) | StippleTransformer(bg=black,dot_radius=4,jitter=1,spacing=13)"
"lojong","lojong","B","tile",1,"FluidWarpTransformer(alpha=16.20,sigma=6.41)"
"lojong","lojong","B","hero",3,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","B","columns",4,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | ThermalImagingTransformer(thermal=True) | VoronoiTransformer(edge_blend=1,num_points=101)"
"lojong","lojong","B","hero",2,"FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2)"
"lojong","lojong","B","scatter",3,"FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=7,size=3) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","B","columns",2,"FractalWarpTransformer(iter=1,scale=0.05) | StippleTransformer(bg=white,dot_radius=5,jitter=1,spacing=17)"
"lojong","lojong","B","scatter",2,"FractalWarpTransformer(iter=1,scale=0.05) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","B","columns",3,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=5,size=7) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","B","hero",3,"PixelSortTransformer(direction=rows,high=0.73,low=0.16,sort_key=blue) | PosterizationTransformer(levels=4) | StippleTransformer(bg=black,dot_radius=4,jitter=1,spacing=9)"
"lojong","lojong","B","columns",1,"PosterizationTransformer(levels=4)"
"lojong","lojong","B","tile",1,"RadialWarpTransformer(radius=0.25,strength=132.19074519582256,style=pull)"
"lojong","lojong","B","tile",2,"StippleTransformer(bg=black,dot_radius=2,jitter=1,spacing=5) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","B","columns",1,"StippleTransformer(bg=complement,dot_radius=3,jitter=1,spacing=6)"
"lojong","lojong","B","tile",1,"SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","B","scatter",1,"WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","C","tile",4,"ChromaticAberrationTransformer(angle=240.20,edge_fade=1,shift=15.80) | FlipWilsonTransformer(keep=top_left,narrow=0.25) | HalftoneTransformer(size=2) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","hero",3,"ChromaticAberrationTransformer(angle=257.40,edge_fade=1,shift=12.40) | FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2)"
"lojong","lojong","C","scatter",4,"ChromaticAberrationTransformer(angle=259.90,edge_fade=1,shift=9.30) | DataMoshTransformer(intensity=0.02) | FluidWarpTransformer(alpha=6.93,sigma=1.17) | PixelSortTransformer(direction=rows,high=0.71,low=0.28,sort_key=brightness)"
"lojong","lojong","C","hero",4,"ChromaticAberrationTransformer(angle=279.50,edge_fade=1,shift=6.50) | ColormapTransformer(map=rainbow) | HalftoneTransformer(size=2) | WheelTransformer(blend=lighter,copies=3)"
"lojong","lojong","C","hero",3,"ChromaticAberrationTransformer(angle=286.20,edge_fade=1,shift=15.50) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=1,size=6)"
"lojong","lojong","C","scatter",4,"ChromaticAberrationTransformer(angle=336.40,edge_fade=1,shift=10.00) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=2,size=6) | VoronoiTransformer(edge_blend=1,num_points=195)"
"lojong","lojong","C","tile",2,"ChromaticAberrationTransformer(angle=4.10,edge_fade=1,shift=16.10) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","columns",2,"ChromaticAberrationTransformer(angle=58.80,edge_fade=1,shift=15.20) | GlitchWarpTransformer(intensity=0.01)"
"lojong","lojong","C","scatter",3,"ColormapTransformer(map=cool) | FlipWilsonTransformer(keep=bottom_left,narrow=0.26) | FractalWarpTransformer(iter=1,scale=0.05)"
"lojong","lojong","C","scatter",2,"ColormapTransformer(map=hot) | FlipWilsonTransformer(keep=bottom_left,narrow=0.48)"
"lojong","lojong","C","scatter",4,"ColormapTransformer(map=jet) | FluidWarpTransformer(alpha=9.35,sigma=0.55) | GlitchWarpTransformer(intensity=0.01) | StippleTransformer(bg=white,dot_radius=3,jitter=1,spacing=6)"
"lojong","lojong","C","scatter",1,"ColormapTransformer(map=ocean)"
"lojong","lojong","C","hero",3,"ColormapTransformer(map=ocean) | FlipWilsonTransformer(keep=bottom_left,narrow=0.38) | MeltMorphTransformer(intensity=0.50)"
"lojong","lojong","C","tile",2,"ColormapTransformer(map=pink) | FisheyeTransformer(shape=circle,strength=0.45,zoom=0.93)"
"lojong","lojong","C","columns",4,"ColormapTransformer(map=summer) | DataMoshTransformer(intensity=0.02) | PixelSortTransformer(direction=rows,high=0.82,low=0.18,sort_key=blue) | StippleTransformer(bg=white,dot_radius=2,jitter=1,spacing=6)"
"lojong","lojong","C","scatter",2,"ColormapTransformer(map=summer) | WheelTransformer(blend=lighter,copies=4)"
"lojong","lojong","C","tile",2,"ColormapTransformer(map=winter) | StippleTransformer(bg=white,dot_radius=4,jitter=1,spacing=9)"
"lojong","lojong","C","columns",3,"DataMoshTransformer(intensity=0.01) | FractalWarpTransformer(iter=1,scale=0.05) | HalftoneTransformer(size=2)"
"lojong","lojong","C","hero",4,"DataMoshTransformer(intensity=0.01) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=1,size=6) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","C","columns",3,"DataMoshTransformer(intensity=0.01) | RadialWarpTransformer(radius=0.25,strength=38.38488521947203,136.21523614786986,74.17234311210639,style=pull,pull,pull) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","scatter",4,"FisheyeTransformer(shape=circle,strength=0.63,zoom=1.06) | MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=137.48846281963543,64.12451104028587,style=push,push) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","hero",3,"FisheyeTransformer(shape=oval,strength=0.77,zoom=0.86) | FluidWarpTransformer(alpha=6.29,sigma=0.71) | GlitchWarpTransformer(intensity=0.01)"
"lojong","lojong","C","tile",1,"FlipWilsonTransformer(keep=bottom,narrow=0.32)"
"lojong","lojong","C","tile",3,"FlipWilsonTransformer(keep=bottom,narrow=0.32) | VoronoiTransformer(edge_blend=1,num_points=163) | WheelTransformer(blend=add,copies=5)"
"lojong","lojong","C","columns",2,"FlipWilsonTransformer(keep=bottom_right,narrow=0.32) | MeltMorphTransformer(intensity=0.50)"
"lojong","lojong","C","hero",1,"FlipWilsonTransformer(keep=top_left,narrow=0.38)"
"lojong","lojong","C","columns",4,"FlipWilsonTransformer(keep=top_left,narrow=0.47) | OilPaintingTransformer(dyn_ratio=3,size=7) | PixelSortTransformer(direction=rows,high=0.66,low=0.22,sort_key=brightness) | RadialWarpTransformer(radius=0.25,strength=43.98541852154049,style=push)"
"lojong","lojong","C","hero",4,"FluidWarpTransformer(alpha=11.47,sigma=6.22) | FractalWarpTransformer(iter=1,scale=0.05) | MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=add,copies=5)"
"lojong","lojong","C","tile",3,"FluidWarpTransformer(alpha=12.90,sigma=3.79) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2)"
"lojong","lojong","C","columns",1,"FluidWarpTransformer(alpha=13.34,sigma=3.58)"
"lojong","lojong","C","scatter",2,"FluidWarpTransformer(alpha=17.90,sigma=6.72) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","columns",4,"FluidWarpTransformer(alpha=6.00,sigma=5.65) | GlitchWarpTransformer(intensity=0.01) | MeltMorphTransformer(intensity=0.50) | RadialWarpTransformer(radius=0.25,strength=39.515003629587824,131.9273932385476,style=pull,push)"
"lojong","lojong","C","scatter",1,"FractalWarpTransformer(iter=1,scale=0.05)"
"lojong","lojong","C","scatter",4,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | HalftoneTransformer(size=2) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","tile",4,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=cols,high=0.58,low=0.09,sort_key=red)"
"lojong","lojong","C","hero",4,"FractalWarpTransformer(iter=1,scale=0.05) | GlitchWarpTransformer(intensity=0.01) | StippleTransformer(bg=white,dot_radius=5,jitter=1,spacing=12) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","columns",2,"FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=4,size=4)"
"lojong","lojong","C","tile",3,"FractalWarpTransformer(iter=1,scale=0.05) | OilPaintingTransformer(dyn_ratio=6,size=6) | WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","C","hero",4,"FractalWarpTransformer(iter=1,scale=0.05) | PixelSortTransformer(direction=cols,high=0.58,low=0.32,sort_key=red) | ThermalImagingTransformer(thermal=True) | WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","C","hero",2,"FractalWarpTransformer(iter=1,scale=0.05) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","tile",2,"FractalWarpTransformer(iter=1,scale=0.05) | VoronoiTransformer(edge_blend=1,num_points=212)"
"lojong","lojong","C","hero",1,"GlitchWarpTransformer(intensity=0.01)"
"lojong","lojong","C","tile",3,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=4,size=3) | PixelSortTransformer(direction=rows,high=0.60,low=0.33,sort_key=brightness)"
"lojong","lojong","C","tile",3,"GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=6,size=5) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","tile",2,"GlitchWarpTransformer(intensity=0.01) | PixelSortTransformer(direction=rows,high=0.77,low=0.26,sort_key=saturation)"
"lojong","lojong","C","tile",3,"GlitchWarpTransformer(intensity=0.01) | StippleTransformer(bg=complement,dot_radius=4,jitter=1,spacing=11) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","columns",2,"GlitchWarpTransformer(intensity=0.01) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","hero",2,"GlitchWarpTransformer(intensity=0.01) | WheelTransformer(blend=add,copies=3)"
"lojong","lojong","C","tile",1,"HalftoneTransformer(size=2)"
"lojong","lojong","C","hero",1,"HalftoneTransformer(size=2)"
"lojong","lojong","C","columns",1,"HalftoneTransformer(size=2)"
"lojong","lojong","C","tile",1,"HalftoneTransformer(size=2)"
"lojong","lojong","C","scatter",2,"HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=2,size=6)"
"lojong","lojong","C","tile",3,"HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=4,size=3) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","scatter",3,"HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=6,size=5) | PosterizationTransformer(levels=4)"
"lojong","lojong","C","scatter",3,"HalftoneTransformer(size=2) | OilPaintingTransformer(dyn_ratio=7,size=6) | PosterizationTransformer(levels=4)"
"lojong","lojong","C","hero",2,"HalftoneTransformer(size=2) | PixelSortTransformer(direction=rows,high=0.91,low=0.21,sort_key=green)"
"lojong","lojong","C","hero",4,"HalftoneTransformer(size=2) | PosterizationTransformer(levels=4) | StippleTransformer(bg=white,dot_radius=4,jitter=1,spacing=15) | VoronoiTransformer(edge_blend=1,num_points=177)"
"lojong","lojong","C","scatter",2,"HalftoneTransformer(size=2) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","hero",3,"HalftoneTransformer(size=2) | ThermalImagingTransformer(thermal=True) | VoronoiTransformer(edge_blend=1,num_points=124)"
"lojong","lojong","C","hero",2,"HalftoneTransformer(size=2) | WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","C","tile",2,"MeltMorphTransformer(intensity=0.50) | PixelSortTransformer(direction=cols,high=0.57,low=0.22,sort_key=brightness)"
"lojong","lojong","C","hero",2,"MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","hero",2,"MeltMorphTransformer(intensity=0.50) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","tile",2,"MeltMorphTransformer(intensity=0.50) | VoronoiTransformer(edge_blend=1,num_points=79)"
"lojong","lojong","C","tile",2,"MeltMorphTransformer(intensity=0.50) | WheelTransformer(blend=normal,copies=3)"
"lojong","lojong","C","hero",1,"OilPaintingTransformer(dyn_ratio=5,size=7)"
"lojong","lojong","C","columns",3,"OilPaintingTransformer(dyn_ratio=7,size=4) | PosterizationTransformer(levels=4) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","C","scatter",2,"OilPaintingTransformer(dyn_ratio=8,size=3) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","C","hero",3,"PixelSortTransformer(direction=cols,high=0.68,low=0.13,sort_key=saturation) | PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","scatter",1,"PixelSortTransformer(direction=cols,high=0.70,low=0.31,sort_key=brightness)"
"lojong","lojong","C","columns",2,"PixelSortTransformer(direction=rows,high=0.85,low=0.29,sort_key=blue) | SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","hero",1,"PixelSortTransformer(direction=rows,high=0.93,low=0.28,sort_key=brightness)"
"lojong","lojong","C","scatter",2,"PosterizationTransformer(levels=4) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","hero",1,"RadialWarpTransformer(radius=0.25,strength=123.4170615048424,72.0874842876982,style=pull,pull)"
"lojong","lojong","C","scatter",2,"RadialWarpTransformer(radius=0.25,strength=61.33176245689533,41.96351453457254,style=push,push) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","columns",1,"RadialWarpTransformer(radius=0.25,strength=74.12495721932981,65.99502429298104,style=pull,push)"
"lojong","lojong","C","tile",2,"RadialWarpTransformer(radius=0.25,strength=84.87020584373545,48.70307241443082,style=push,pull) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","columns",2,"StippleTransformer(bg=white,dot_radius=4,jitter=1,spacing=12) | VoronoiTransformer(edge_blend=1,num_points=148)"
"lojong","lojong","C","scatter",1,"SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","hero",1,"SwirlWarpTransformer(strength=1.50)"
"lojong","lojong","C","columns",2,"SwirlWarpTransformer(strength=1.50) | ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","tile",3,"SwirlWarpTransformer(strength=1.50) | VoronoiTransformer(edge_blend=1,num_points=297) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","C","columns",1,"ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","tile",1,"ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","hero",1,"ThermalImagingTransformer(thermal=True)"
"lojong","lojong","C","hero",1,"VoronoiTransformer(edge_blend=1,num_points=320)"
"lojong","lojong","C","tile",1,"WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","F","scatter",3,"ChromaticAberrationTransformer(angle=101.00,edge_fade=1,shift=14.30) | DataMoshTransformer(intensity=0.01) | WatercolorTransformer(scale=0.85,style=monet)"
"lojong","lojong","F","scatter",1,"ChromaticAberrationTransformer(angle=208.70,edge_fade=1,shift=17.70)"
"lojong","lojong","F","hero",4,"ChromaticAberrationTransformer(angle=250.60,edge_fade=1,shift=4.50) | FlipWilsonTransformer(keep=bottom_right,narrow=0.23) | HalftoneTransformer(size=2) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","F","scatter",2,"DataMoshTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=6,size=4)"
"lojong","lojong","F","tile",1,"DataMoshTransformer(intensity=0.02)"
"lojong","lojong","F","tile",3,"DataMoshTransformer(intensity=0.02) | FluidWarpTransformer(alpha=14.93,sigma=1.96) | PixelSortTransformer(direction=rows,high=0.82,low=0.08,sort_key=blue)"
"lojong","lojong","F","scatter",3,"FisheyeTransformer(shape=circle,strength=0.72,zoom=1.07) | OilPaintingTransformer(dyn_ratio=1,size=8) | WheelTransformer(blend=add,copies=4)"
"lojong","lojong","F","hero",3,"FlipWilsonTransformer(keep=bottom_left,narrow=0.48) | MeltMorphTransformer(intensity=0.50) | WatercolorTransformer(scale=0.85,style=psychedelic)"
"lojong","lojong","F","columns",1,"FlipWilsonTransformer(keep=top_left,narrow=0.38)"
"lojong","lojong","F","scatter",4,"FluidWarpTransformer(alpha=9.36,sigma=3.67) | GlitchWarpTransformer(intensity=0.01) | OilPaintingTransformer(dyn_ratio=5,size=8) | RadialWarpTransformer(radius=0.25,strength=59.08111746540273,119.64279033356783,99.05302632763461,style=push,pull,pull)"
"lojong","lojong","F","tile",2,"OilPaintingTransformer(dyn_ratio=1,size=7) | PixelSortTransformer(direction=rows,high=0.77,low=0.27,sort_key=green)"
"lojong","lojong","F","hero",1,"OilPaintingTransformer(dyn_ratio=7,size=8)"
"lojong","lojong","F","columns",2,"PixelSortTransformer(direction=cols,high=0.85,low=0.08,sort_key=green) | StippleTransformer(bg=white,dot_radius=3,jitter=1,spacing=11)"
"lojong","lojong","F","hero",1,"PosterizationTransformer(levels=4)"
"lossy-page1-160","photo","A","",2,"ChromaticAberrationTransformer(angle=263.50,edge_fade=1,shift=17.70) | DataMoshTransformer(intensity=0.01)"
"lossy-page1-160","photo","A","",3,"FlipWilsonTransformer(keep=bottom_right,narrow=0.23) | SwirlWarpTransformer(strength=1.50) | WatercolorTransformer(scale=0.85,style=monet)"
"lroc_wac_nearside800","photo","A","",1,"FluidWarpTransformer(alpha=6.68,sigma=6.30)"
